response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
Metabolism__Lipid_Metabolism__Biosynthesis_of_unsaturated_fatty_acids	0.10440910	0.11062690	0.10152949	0.10701156	0.10458249	0.10640549	0.11226806	0.09514981	0.10644951	0.11330448	0.10277309	0.11509970
Metabolism__Lipid_Metabolism__Ether_lipid_metabolism	0.0019050242	0.0029439175	0.0077992794	0.0009932003	0.0020147240	0.0044950326	0.0014784271	0.0012848781	0.0020777393	0.0045674201	0.0004341238	0.0011958410
Metabolism__Lipid_Metabolism__Fatty_acid_biosynthesis	0.5210356	0.5328031	0.4485164	0.4923502	0.5389845	0.5075468	0.5359067	0.4199945	0.4932553	0.5197817	0.5632413	0.5549622
Metabolism__Lipid_Metabolism__Fatty_acid_metabolism	0.2311965	0.2180109	0.2050724	0.2118750	0.2001216	0.2248438	0.2238893	0.1899555	0.2023487	0.2196303	0.1657896	0.2435146
Metabolism__Lipid_Metabolism__Glycerolipid_metabolism	0.4268861	0.4565602	0.4517102	0.4036089	0.4404461	0.5085380	0.4091316	0.4154057	0.4330009	0.4631642	0.3983657	0.3690319
Metabolism__Lipid_Metabolism__Glycerophospholipid_metabolism	0.6020336	0.5678771	0.5948050	0.5501406	0.5923517	0.6163036	0.5855495	0.5972159	0.5942104	0.5826591	0.6344833	0.5804658
Metabolism__Lipid_Metabolism__Linoleic_acid_metabolism	0.06254447	0.07474790	0.06551858	0.07157971	0.06966824	0.07512467	0.07237363	0.08227809	0.06175503	0.08905310	0.06482153	0.06209175
Metabolism__Lipid_Metabolism__Lipid_biosynthesis_proteins	0.5647593	0.5570904	0.5078095	0.5726608	0.5248356	0.5581678	0.5996408	0.4717109	0.5253218	0.5870410	0.5019842	0.6255169
Metabolism__Lipid_Metabolism__Primary_bile_acid_biosynthesis	0.03029677	0.03960489	0.04036185	0.03875791	0.03860028	0.03215677	0.03592116	0.04692100	0.04284760	0.03171691	0.04087618	0.02727437
Metabolism__Lipid_Metabolism__Secondary_bile_acid_biosynthesis	0.03015906	0.03953589	0.04036185	0.03843454	0.03857739	0.03215677	0.03580566	0.04685216	0.04282452	0.03164735	0.04085333	0.02725138
Metabolism__Lipid_Metabolism__Sphingolipid_metabolism	0.17282931	0.18870971	0.21000196	0.25659214	0.14760143	0.16613180	0.19716211	0.17749674	0.18653482	0.26015747	0.09829476	0.20274105
Metabolism__Lipid_Metabolism__Steroid_hormone_biosynthesis	0.0041772820	0.0065778156	0.0065958298	0.0148980041	0.0045789181	0.0002535659	0.0058675075	0.0071815510	0.0016391055	0.0139804788	0.0002284862	0.0067611013
Metabolism__Lipid_Metabolism__Synthesis_and_degradation_of_ketone_bodies	0.04342537	0.02854220	0.03128969	0.02559223	0.02026171	0.03937188	0.02880623	0.03694025	0.02924995	0.02160830	0.01147001	0.04339523
Metabolism__Lipid_Metabolism__alpha_Linolenic_acid_metabolism	3.442815e-04	3.909890e-04	1.226593e-03	7.622235e-04	3.205243e-04	2.535659e-04	9.240169e-05	4.359408e-04	1.662191e-03	5.564370e-04	4.112752e-04	1.839755e-04
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Biotin_metabolism	0.1235052	0.1366162	0.1124300	0.1396255	0.1341165	0.1364415	0.1344676	0.1442964	0.1613942	0.1986712	0.1521490	0.1098104
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Folate_biosynthesis	0.3321169	0.3535691	0.2919523	0.3523089	0.2970802	0.3262472	0.3306364	0.3175714	0.3485985	0.4215010	0.2296286	0.3096308
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Lipoic_acid_metabolism	0.021138883	0.013592619	0.014071104	0.020649327	0.010004936	0.012609143	0.010325889	0.011127962	0.011404480	0.018895672	0.003450142	0.015223976
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Nicotinate_and_nicotinamide_metabolism	0.4149739	0.4198072	0.3835070	0.4108846	0.4121713	0.4105924	0.4235232	0.4475506	0.4095686	0.4031386	0.4076422	0.4189813
Metabolism__Metabolism_of_Cofactors_and_Vitamins__One_carbon_pool_by_folate	0.6175721	0.6026751	0.5869363	0.6173548	0.6488098	0.5731512	0.6249127	0.5945315	0.5801972	0.5851630	0.6641865	0.6564937
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Pantothenate_and_CoA_biosynthesis	0.6437146	0.6732371	0.6269741	0.6543111	0.5956715	0.6324396	0.6780898	0.5947609	0.6651536	0.6774620	0.5252212	0.6758112
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Porphyrin_and_chlorophyll_metabolism	1.1051206	0.9097855	0.9625051	1.0776916	0.6255031	1.0514227	1.0610255	0.7742309	1.0085808	1.1860222	0.3935903	1.0297801
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Retinol_metabolism	0.013863068	0.019940441	0.027517339	0.018339559	0.012408868	0.022014134	0.021483394	0.014867876	0.014913551	0.019730327	0.003655779	0.021088197
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Riboflavin_metabolism	0.2223370	0.1885947	0.1721859	0.2130761	0.1466627	0.1818068	0.2011354	0.2227199	0.2046804	0.2020330	0.1172134	0.2304984
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Thiamine_metabolism	0.5377677	0.5426238	0.4924655	0.5141775	0.5505462	0.5419626	0.5372465	0.5567652	0.5663917	0.5403467	0.5592200	0.5286077
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Ubiquinone_and_other_terpenoid_quinone_biosynthesis	0.03759554	0.06046530	0.04772141	0.08462990	0.06460853	0.06588104	0.03802330	0.06456513	0.06127022	0.09484932	0.04917023	0.04771866
Metabolism__Metabolism_of_Cofactors_and_Vitamins__Vitamin_B6_metabolism	0.1631665	0.1908486	0.1813275	0.1900708	0.1734494	0.1743151	0.1874368	0.1706593	0.1718983	0.1903014	0.1546166	0.2083983
Metabolism__Metabolism_of_Other_Amino_Acids__Cyanoamino_acid_metabolism	0.2842847	0.2893779	0.3456215	0.2940335	0.3410607	0.2830257	0.2640840	0.2999502	0.3251662	0.2701965	0.3903687	0.2606933
Metabolism__Metabolism_of_Other_Amino_Acids__D_Alanine_metabolism	0.12375772	0.10614202	0.12835253	0.10641102	0.10149172	0.10714314	0.10695496	0.11476715	0.10400240	0.08956317	0.10003126	0.12634521
Metabolism__Metabolism_of_Other_Amino_Acids__D_Arginine_and_D_ornithine_metabolism	0.0015836948	0.0007819781	0.0032632000	0.0031412846	0.0012134133	0.0003227203	0.0009933182	0.0108526314	0.0009465257	0.0003014034	0.0007768531	0.0006669114
Metabolism__Metabolism_of_Other_Amino_Acids__D_Glutamine_and_D_glutamate_metabolism	0.1584154	0.1427340	0.1402945	0.1477790	0.1414886	0.1397379	0.1418366	0.1423232	0.1392778	0.1392252	0.1419128	0.1575751
Metabolism__Metabolism_of_Other_Amino_Acids__Glutathione_metabolism	0.15286098	0.13788113	0.12967170	0.15385365	0.11793004	0.14365663	0.13820983	0.13773435	0.14659605	0.14089448	0.09477607	0.16015071
Metabolism__Metabolism_of_Other_Amino_Acids__Phosphonate_and_phosphinate_metabolism	0.06309532	0.06587015	0.07584047	0.06153222	0.09482939	0.05543874	0.05343128	0.05901262	0.05824596	0.04966200	0.12511904	0.07106055
Metabolism__Metabolism_of_Other_Amino_Acids__Selenocompound_metabolism	0.3697354	0.3612279	0.3519396	0.3576214	0.4038606	0.3861348	0.3462291	0.3694484	0.4042588	0.3612435	0.4390819	0.3359623
Metabolism__Metabolism_of_Other_Amino_Acids__Taurine_and_hypotaurine_metabolism	0.09890059	0.09425136	0.09507252	0.10444771	0.09661517	0.09361194	0.09487344	0.11022419	0.09703043	0.10375231	0.09566717	0.10622288
Metabolism__Metabolism_of_Other_Amino_Acids__beta_Alanine_metabolism	0.1601827	0.1782910	0.1273574	0.1780831	0.1636963	0.1819220	0.1634817	0.1505372	0.1961386	0.2025431	0.1320879	0.1435929
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Biosynthesis_of_ansamycins	0.1235052	0.1273704	0.1386744	0.1220481	0.1200592	0.1395304	0.1317417	0.1539330	0.1291200	0.1226480	0.1038698	0.1152607
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Biosynthesis_of_siderophore_group_nonribosomal_peptides	0.012348229	0.005864836	0.011502201	0.010463249	0.005632069	0.012516937	0.012497329	0.007846934	0.010134751	0.031832831	0.005735004	0.014810031
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Biosynthesis_of_vancomycin_group_antibiotics	0.05196355	0.05759039	0.05739529	0.06707566	0.04963547	0.05200407	0.05786656	0.05770479	0.06173194	0.06250642	0.04827913	0.05595156
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Carotenoid_biosynthesis	0.0005508504	0.0025529284	0.0096738837	0.0009470049	0.0025184050	0.0091744769	0.0021483394	0.0016978747	0.0011542996	0.0008346555	0.0011195824	0.0021617127
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Geraniol_degradation	0.009731690	0.013845612	0.009882173	0.019679224	0.012340184	0.009796866	0.010048684	0.008053433	0.014498003	0.015186092	0.002147770	0.011084527
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Limonene_and_pinene_degradation	0.08164062	0.08229169	0.08498206	0.06751452	0.11426690	0.06922350	0.06927817	0.06637772	0.06591051	0.05228189	0.12639856	0.07533799
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Polyketide_sugar_unit_biosynthesis	0.1683996	0.2058902	0.2034293	0.2328708	0.1881249	0.1945773	0.2017129	0.2078520	0.2209791	0.2394302	0.1869017	0.1904607
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Prenyltransferases	0.2827928	0.2748883	0.2608940	0.2860879	0.2821300	0.2664517	0.2844124	0.2845087	0.2663200	0.2806761	0.2697280	0.2951658
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Terpenoid_backbone_biosynthesis	0.5939315	0.5711660	0.5571972	0.5621514	0.5738529	0.5730360	0.5877441	0.6046040	0.5472073	0.5463052	0.5635612	0.6154902
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Tetracycline_biosynthesis	0.1789805	0.2041423	0.1562170	0.1621457	0.2138813	0.1893907	0.1885457	0.1446635	0.1829565	0.1909738	0.2250589	0.1779733
Metabolism__Metabolism_of_Terpenoids_and_Polyketides__Zeatin_biosynthesis	0.04654686	0.04816065	0.04457392	0.05065321	0.04771233	0.04536525	0.04943491	0.05031675	0.04617198	0.04924467	0.04725095	0.05291597
Metabolism__Nucleotide_Metabolism__Purine_metabolism	2.144552	2.081442	2.148898	2.126973	2.112804	2.120365	2.090034	2.133953	2.158933	2.181789	2.120215	2.089847
Metabolism__Nucleotide_Metabolism__Pyrimidine_metabolism	1.889302	1.798389	1.899483	1.807486	1.817968	1.760232	1.852192	1.847173	1.766425	1.766873	1.828941	1.919141
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Aminobenzoate_degradation	0.09125755	0.11014391	0.10437611	0.09751841	0.10618511	0.09264378	0.09480414	0.09391082	0.09296729	0.09649544	0.09475323	0.09946178
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Atrazine_degradation	0.011476049	0.019411456	0.014371966	0.028733515	0.013645176	0.012309474	0.016909510	0.009590697	0.019946297	0.024089084	0.003038866	0.017914619
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Benzoate_degradation	0.2574537	0.2334895	0.2480263	0.2057541	0.2569918	0.2450830	0.2436171	0.2123032	0.1983548	0.1941269	0.2851508	0.2802867
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Bisphenol_degradation	0.07477794	0.09001948	0.08033026	0.08287448	0.09954568	0.09114543	0.08184480	0.09746718	0.07399061	0.10428556	0.10480662	0.07678679
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Caprolactam_degradation	0.004636324	0.008440763	0.008933299	0.006883109	0.007555215	0.014476310	0.005359298	0.002569756	0.011219792	0.016484445	0.004158449	0.002161713
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Chloroalkane_and_chloroalkene_degradation	0.1849251	0.2105821	0.2077802	0.2031672	0.2164226	0.2214322	0.2061482	0.1889000	0.1941070	0.2499561	0.2042210	0.1591388
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Chlorocyclohexane_and_chlorobenzene_degradation	0.004292043	0.012235657	0.011687347	0.011571938	0.008699944	0.007722236	0.007045629	0.004565906	0.013551477	0.011036000	0.001393766	0.002276697
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Dioxin_degradation	0.07324015	0.07118300	0.06947607	0.06564361	0.07500268	0.08957793	0.07459127	0.05823251	0.07223607	0.07783162	0.09134878	0.07004869
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Drug_metabolism_cytochrome_P450	0.012531846	0.019480454	0.027864488	0.015013493	0.012019660	0.025679315	0.020328373	0.013605942	0.014567261	0.015997563	0.003998508	0.017592662
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Drug_metabolism_other_enzymes	0.3458193	0.3168161	0.3630484	0.3323063	0.3036967	0.2957731	0.3397148	0.2929752	0.2892213	0.3255388	0.2887380	0.3664333
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Ethylbenzene_degradation	0.04135968	0.04220382	0.04339362	0.03395359	0.04773522	0.03068148	0.04003303	0.02636295	0.02359388	0.02014766	0.04656549	0.04978838
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Fluorobenzoate_degradation	4.590420e-05	2.299936e-05	2.777191e-04	4.850513e-04	0.000000e+00	1.383087e-04	2.310042e-05	0.000000e+00	7.849237e-04	1.854790e-04	6.854586e-05	2.299694e-05
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Metabolism_of_xenobiotics_by_cytochrome_P450	0.012485942	0.019434455	0.027795058	0.014990395	0.011996765	0.022037186	0.020328373	0.013537109	0.014544175	0.015835269	0.004044206	0.017546668
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Naphthalene_degradation	0.1358535	0.1399281	0.1478392	0.1225794	0.1651387	0.1520013	0.1365235	0.1115091	0.1115977	0.1370690	0.1814180	0.1448347
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Nitrotoluene_degradation	0.09616929	0.10749899	0.08588465	0.09726433	0.08585471	0.10382373	0.10695496	0.08900075	0.10935835	0.13463456	0.06786040	0.10790166
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Polycyclic_aromatic_hydrocarbon_degradation	0.1252037	0.1203556	0.1102082	0.1098526	0.1348949	0.1116151	0.1236797	0.1505831	0.1260726	0.1050970	0.1669777	0.1224127
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Styrene_degradation	0.017535404	0.018675476	0.017519450	0.019402052	0.015293586	0.024157919	0.012890036	0.009475976	0.017222150	0.038649184	0.008796719	0.015959879
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Toluene_degradation	0.05056347	0.04581472	0.04221331	0.06532024	0.02543589	0.05177356	0.04964281	0.03528826	0.04358635	0.07386701	0.01512579	0.07080759
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Xylene_degradation	0.07177121	0.06975704	0.06575001	0.06543573	0.07518584	0.08872503	0.07433716	0.05791129	0.06916563	0.07778525	0.09091466	0.06931279
Organismal_Systems__Circulatory_System__Cardiac_muscle_contraction	1.606647e-04	2.299936e-05	0.000000e+00	1.847814e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.569724e-05	3.219572e-04
Organismal_Systems__Digestive_System__Carbohydrate_digestion_and_absorption	0.004314995	0.011890667	0.011062479	0.003349164	0.004899442	0.013900024	0.009609776	0.010646133	0.007779979	0.001970714	0.002467651	0.013246239
Organismal_Systems__Digestive_System__Mineral_absorption	0.002111593	0.001908946	0.001550599	0.005843713	0.003617345	0.002282093	0.002379344	0.001078380	0.002608717	0.002434412	0.000662610	0.002299694
Organismal_Systems__Digestive_System__Protein_digestion_and_absorption	4.659276e-03	5.151856e-03	3.008624e-03	1.478252e-02	3.228137e-03	2.305145e-05	4.943491e-03	7.365105e-03	3.532157e-03	1.544113e-02	4.798210e-04	1.034862e-02
Organismal_Systems__Endocrine_System__Adipocytokine_signaling_pathway	0.039041520	0.045607721	0.040801572	0.066290344	0.030014808	0.036398239	0.059090883	0.035311204	0.032204959	0.054530823	0.008956659	0.066070218
Organismal_Systems__Endocrine_System__Insulin_signaling_pathway	0.07574193	0.09388337	0.10444554	0.08590027	0.07001166	0.09739237	0.10935740	0.08672927	0.08747282	0.09065286	0.05764707	0.10051964
Organismal_Systems__Endocrine_System__PPAR_signaling_pathway	0.08515229	0.09075546	0.08817583	0.11230092	0.06087672	0.08344625	0.10092575	0.07819401	0.07551428	0.10106286	0.02239165	0.11733040
Organismal_Systems__Endocrine_System__Progesterone_mediated_oocyte_maturation	0.04450412	0.03965089	0.04110243	0.04189919	0.04070658	0.04379775	0.04682456	0.04859593	0.03883064	0.04182551	0.04775362	0.04534997
Organismal_Systems__Environmental_Adaptation__Plant_pathogen_interaction	0.1665634	0.1656874	0.1520512	0.1649636	0.1321476	0.1767124	0.1713589	0.1690074	0.1713211	0.1492178	0.1151570	0.1686826
Organismal_Systems__Excretory_System__Proximal_tubule_bicarbonate_reclamation	0.023250476	0.016122548	0.016316000	0.018824610	0.008013107	0.011710136	0.020952084	0.011013241	0.005956186	0.012009765	0.003747174	0.030470950
Organismal_Systems__Immune_System__Antigen_processing_and_presentation	0.04450412	0.03965089	0.04110243	0.04189919	0.04070658	0.04379775	0.04682456	0.04859593	0.03883064	0.04182551	0.04775362	0.04534997
Organismal_Systems__Immune_System__NOD_like_receptor_signaling_pathway	0.04629438	0.04119184	0.04434249	0.04441684	0.04102711	0.04446625	0.04853399	0.04960547	0.04167022	0.04544235	0.04795925	0.04831658
Organismal_Systems__Immune_System__RIG_I_like_receptor_signaling_pathway	0.0019968326	0.0062558246	0.0044897929	0.0013165678	0.0056091747	0.0049099587	0.0010395190	0.0002982753	0.0055175522	0.0046369747	0.0003655779	0.0006209175
Organismal_Systems__Nervous_System__Glutamatergic_synapse	0.10647479	0.11002891	0.11111080	0.11883757	0.09961436	0.10119586	0.12005290	0.12357774	0.10746529	0.11958758	0.09884313	0.12192979
Unclassified__Cellular_Processes_and_Signaling__Cell_division	0.06350846	0.07334494	0.05989476	0.08296687	0.05636648	0.07042218	0.07163441	0.07273328	0.08098566	0.09167299	0.05099812	0.06278166
Unclassified__Cellular_Processes_and_Signaling__Cell_motility_and_secretion	0.11113406	0.10929294	0.10650529	0.12782257	0.10632248	0.11131545	0.11240666	0.10903109	0.11240570	0.10073828	0.08883543	0.12050398
Unclassified__Cellular_Processes_and_Signaling__Electron_transfer_carriers	0.021345452	0.012810641	0.020759506	0.015290665	0.017949359	0.047140214	0.010025584	0.007410994	0.012374092	0.009899941	0.005506517	0.010003670
Unclassified__Cellular_Processes_and_Signaling__Germination	0.03706764	0.05519845	0.04473593	0.05753632	0.04086684	0.04797007	0.05708115	0.04022127	0.05106622	0.05691886	0.01101303	0.05022532
Unclassified__Cellular_Processes_and_Signaling__Inorganic_ion_transport_and_metabolism	0.1465721	0.1432630	0.1399705	0.1664881	0.1643832	0.1827519	0.1310256	0.1492983	0.1634027	0.1659805	0.1654469	0.1286679
Unclassified__Cellular_Processes_and_Signaling__Membrane_and_intracellular_structural_molecules	0.3234180	0.3515911	0.3092171	0.4162202	0.3312847	0.2911859	0.3218351	0.3699302	0.3816115	0.4399330	0.3255471	0.3297072
Unclassified__Cellular_Processes_and_Signaling__Other_ion_coupled_transporters	1.225527	1.134696	1.142236	1.192834	1.166869	1.188487	1.169551	1.211158	1.146150	1.363897	1.195805	1.287691
Unclassified__Cellular_Processes_and_Signaling__Other_transporters	0.2898391	0.2656886	0.2689016	0.2606804	0.2767498	0.2850081	0.2757729	0.2733119	0.2506446	0.2842002	0.2942902	0.2850931
Unclassified__Cellular_Processes_and_Signaling__Pores_ion_channels	0.2055131	0.2084662	0.1812117	0.2727374	0.1822409	0.1566346	0.2007889	0.1889918	0.1940378	0.2555900	0.1467110	0.2299234
Unclassified__Cellular_Processes_and_Signaling__Signal_transduction_mechanisms	0.5450894	0.5196704	0.5346325	0.4825798	0.5367408	0.5204787	0.5442229	0.5394194	0.5289693	0.5234449	0.5942241	0.5378295
Unclassified__Cellular_Processes_and_Signaling__Sporulation	1.0918543	1.0762088	1.0070328	0.9459193	1.1030614	1.1057780	1.1267924	0.9062062	1.0002930	1.0712339	1.0822020	1.0715656
Unclassified__Genetic_Information_Processing__Protein_folding_and_associated_processing	0.5267277	0.5473157	0.5574055	0.6242148	0.5377481	0.5802511	0.5511068	0.5745929	0.5739870	0.6416877	0.5312304	0.5462464
Unclassified__Genetic_Information_Processing__Replication_recombination_and_repair_proteins	0.8816360	0.8509991	0.9971506	0.7999189	1.0906525	0.7934078	0.8622464	0.9242863	0.8626774	0.7854108	1.3947254	0.9447144
Unclassified__Genetic_Information_Processing__Restriction_enzyme	0.1811839	0.1868698	0.1976897	0.2053846	0.1749834	0.1507104	0.1986174	0.2187276	0.1757537	0.1978597	0.1483332	0.2245652
Unclassified__Genetic_Information_Processing__Transcription_related_proteins	0.0017214074	0.0052438530	0.0007868709	0.0024021588	0.0053573342	0.0032041515	0.0015939292	0.0003671080	0.0051481763	0.0016693109	0.0010053393	0.0015637921
Unclassified__Genetic_Information_Processing__Translation_proteins	0.9574927	0.9109125	0.9225599	0.8800678	0.9275743	0.8993754	0.9332571	0.8891127	0.8819542	0.8783589	0.9396952	0.9555460
Unclassified__Metabolism__Amino_acid_metabolism	0.2282586	0.2069482	0.1875530	0.2168872	0.2023882	0.1881920	0.1969542	0.1985596	0.2068505	0.2684345	0.2285090	0.2172521
Unclassified__Metabolism__Biosynthesis_and_biodegradation_of_secondary_metabolites	0.04539925	0.05660141	0.06996208	0.06890038	0.03560109	0.05313359	0.06343376	0.05258823	0.05478306	0.05439171	0.01297802	0.07204942
Unclassified__Metabolism__Carbohydrate_metabolism	0.14448346	0.18151091	0.15878592	0.19589143	0.13288020	0.18542586	0.19337364	0.18197087	0.17979371	0.20555709	0.07604021	0.15345860
Unclassified__Metabolism__Energy_metabolism	0.9057357	0.8852912	0.7915227	0.8939264	0.8581808	0.8615249	0.9210832	0.7976799	0.7860550	0.7967250	0.7281170	0.9877187
Unclassified__Metabolism__Glycan_biosynthesis_and_metabolism	0.023158668	0.016605534	0.016524289	0.024206369	0.010874931	0.013646458	0.021067586	0.011632736	0.011612254	0.007674193	0.004044206	0.028194252
Unclassified__Metabolism__Lipid_metabolism	0.1469164	0.1486218	0.1420071	0.1556784	0.1231271	0.1598849	0.1588154	0.1299792	0.1582083	0.1708957	0.1087137	0.1486982
Unclassified__Metabolism__Metabolism_of_cofactors_and_vitamins	0.10879295	0.10404908	0.07264670	0.10183767	0.08351947	0.10144943	0.09083086	0.07170079	0.10790393	0.11956439	0.04910168	0.09375854
Unclassified__Metabolism__Nucleotide_metabolism	0.04976015	0.04252581	0.03288658	0.03261393	0.05057415	0.04082412	0.02949924	0.05334539	0.03857669	0.02974619	0.03861417	0.03833590
Unclassified__Metabolism__Others	0.9727329	0.9416856	1.0394796	0.9180404	1.1788654	0.9201908	0.8892277	1.0469921	0.9702581	0.9213437	1.4131871	0.8418261
Unclassified__Poorly_Characterized__Function_unknown	1.048314	1.120299	1.105693	1.168281	1.156039	1.169607	1.075648	1.082487	1.181841	1.089249	1.113756	1.000781
Unclassified__Poorly_Characterized__General_function_prediction_only	3.715853	3.641787	3.657839	3.636476	3.962458	3.503659	3.686366	3.883613	3.674782	3.576846	4.225555	3.690204
