response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Aminobenzoate_degradation	0.11014391	0.10437611	0.09751841	0.09391082	0.09296729	0.09649544	0.09475323
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Atrazine_degradation	0.019411456	0.014371966	0.028733515	0.009590697	0.019946297	0.024089084	0.003038866
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Benzoate_degradation	0.2334895	0.2480263	0.2057541	0.2123032	0.1983548	0.1941269	0.2851508
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Bisphenol_degradation	0.09001948	0.08033026	0.08287448	0.09746718	0.07399061	0.10428556	0.10480662
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Caprolactam_degradation	0.008440763	0.008933299	0.006883109	0.002569756	0.011219792	0.016484445	0.004158449
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Chloroalkane_and_chloroalkene_degradation	0.2105821	0.2077802	0.2031672	0.1889000	0.1941070	0.2499561	0.2042210
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Chlorocyclohexane_and_chlorobenzene_degradation	0.012235657	0.011687347	0.011571938	0.004565906	0.013551477	0.011036000	0.001393766
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Dioxin_degradation	0.07118300	0.06947607	0.06564361	0.05823251	0.07223607	0.07783162	0.09134878
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Drug_metabolism_cytochrome_P450	0.019480454	0.027864488	0.015013493	0.013605942	0.014567261	0.015997563	0.003998508
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Drug_metabolism_other_enzymes	0.3168161	0.3630484	0.3323063	0.2929752	0.2892213	0.3255388	0.2887380
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Ethylbenzene_degradation	0.04220382	0.04339362	0.03395359	0.02636295	0.02359388	0.02014766	0.04656549
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Fluorobenzoate_degradation	2.299936e-05	2.777191e-04	4.850513e-04	0.000000e+00	7.849237e-04	1.854790e-04	6.854586e-05
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Metabolism_of_xenobiotics_by_cytochrome_P450	0.019434455	0.027795058	0.014990395	0.013537109	0.014544175	0.015835269	0.004044206
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Naphthalene_degradation	0.1399281	0.1478392	0.1225794	0.1115091	0.1115977	0.1370690	0.1814180
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Nitrotoluene_degradation	0.10749899	0.08588465	0.09726433	0.08900075	0.10935835	0.13463456	0.06786040
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Polycyclic_aromatic_hydrocarbon_degradation	0.1203556	0.1102082	0.1098526	0.1505831	0.1260726	0.1050970	0.1669777
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Styrene_degradation	0.018675476	0.017519450	0.019402052	0.009475976	0.017222150	0.038649184	0.008796719
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Toluene_degradation	0.04581472	0.04221331	0.06532024	0.03528826	0.04358635	0.07386701	0.01512579
Metabolism__Xenobiotics_Biodegradation_and_Metabolism__Xylene_degradation	0.06975704	0.06575001	0.06543573	0.05791129	0.06916563	0.07778525	0.09091466
Organismal_Systems__Circulatory_System__Cardiac_muscle_contraction	2.299936e-05	0.000000e+00	1.847814e-04	0.000000e+00	0.000000e+00	0.000000e+00	4.569724e-05
Organismal_Systems__Digestive_System__Carbohydrate_digestion_and_absorption	0.011890667	0.011062479	0.003349164	0.010646133	0.007779979	0.001970714	0.002467651
Organismal_Systems__Digestive_System__Mineral_absorption	0.001908946	0.001550599	0.005843713	0.001078380	0.002608717	0.002434412	0.000662610
Organismal_Systems__Digestive_System__Protein_digestion_and_absorption	0.005151856	0.003008624	0.014782516	0.007365105	0.003532157	0.015441126	0.000479821
Organismal_Systems__Endocrine_System__Adipocytokine_signaling_pathway	0.045607721	0.040801572	0.066290344	0.035311204	0.032204959	0.054530823	0.008956659
Organismal_Systems__Endocrine_System__Insulin_signaling_pathway	0.09388337	0.10444554	0.08590027	0.08672927	0.08747282	0.09065286	0.05764707
Organismal_Systems__Endocrine_System__PPAR_signaling_pathway	0.09075546	0.08817583	0.11230092	0.07819401	0.07551428	0.10106286	0.02239165
Organismal_Systems__Endocrine_System__Progesterone_mediated_oocyte_maturation	0.03965089	0.04110243	0.04189919	0.04859593	0.03883064	0.04182551	0.04775362
Organismal_Systems__Environmental_Adaptation__Plant_pathogen_interaction	0.1656874	0.1520512	0.1649636	0.1690074	0.1713211	0.1492178	0.1151570
Organismal_Systems__Excretory_System__Proximal_tubule_bicarbonate_reclamation	0.016122548	0.016316000	0.018824610	0.011013241	0.005956186	0.012009765	0.003747174
Organismal_Systems__Immune_System__Antigen_processing_and_presentation	0.03965089	0.04110243	0.04189919	0.04859593	0.03883064	0.04182551	0.04775362
Organismal_Systems__Immune_System__NOD_like_receptor_signaling_pathway	0.04119184	0.04434249	0.04441684	0.04960547	0.04167022	0.04544235	0.04795925
Organismal_Systems__Immune_System__RIG_I_like_receptor_signaling_pathway	0.0062558246	0.0044897929	0.0013165678	0.0002982753	0.0055175522	0.0046369747	0.0003655779
Organismal_Systems__Nervous_System__Glutamatergic_synapse	0.11002891	0.11111080	0.11883757	0.12357774	0.10746529	0.11958758	0.09884313
Unclassified__Cellular_Processes_and_Signaling__Cell_division	0.07334494	0.05989476	0.08296687	0.07273328	0.08098566	0.09167299	0.05099812
Unclassified__Cellular_Processes_and_Signaling__Cell_motility_and_secretion	0.10929294	0.10650529	0.12782257	0.10903109	0.11240570	0.10073828	0.08883543
Unclassified__Cellular_Processes_and_Signaling__Electron_transfer_carriers	0.012810641	0.020759506	0.015290665	0.007410994	0.012374092	0.009899941	0.005506517
Unclassified__Cellular_Processes_and_Signaling__Germination	0.05519845	0.04473593	0.05753632	0.04022127	0.05106622	0.05691886	0.01101303
Unclassified__Cellular_Processes_and_Signaling__Inorganic_ion_transport_and_metabolism	0.1432630	0.1399705	0.1664881	0.1492983	0.1634027	0.1659805	0.1654469
Unclassified__Cellular_Processes_and_Signaling__Membrane_and_intracellular_structural_molecules	0.3515911	0.3092171	0.4162202	0.3699302	0.3816115	0.4399330	0.3255471
Unclassified__Cellular_Processes_and_Signaling__Other_ion_coupled_transporters	1.134696	1.142236	1.192834	1.211158	1.146150	1.363897	1.195805
Unclassified__Cellular_Processes_and_Signaling__Other_transporters	0.2656886	0.2689016	0.2606804	0.2733119	0.2506446	0.2842002	0.2942902
Unclassified__Cellular_Processes_and_Signaling__Pores_ion_channels	0.2084662	0.1812117	0.2727374	0.1889918	0.1940378	0.2555900	0.1467110
Unclassified__Cellular_Processes_and_Signaling__Signal_transduction_mechanisms	0.5196704	0.5346325	0.4825798	0.5394194	0.5289693	0.5234449	0.5942241
Unclassified__Cellular_Processes_and_Signaling__Sporulation	1.0762088	1.0070328	0.9459193	0.9062062	1.0002930	1.0712339	1.0822020
Unclassified__Genetic_Information_Processing__Protein_folding_and_associated_processing	0.5473157	0.5574055	0.6242148	0.5745929	0.5739870	0.6416877	0.5312304
Unclassified__Genetic_Information_Processing__Replication_recombination_and_repair_proteins	0.8509991	0.9971506	0.7999189	0.9242863	0.8626774	0.7854108	1.3947254
Unclassified__Genetic_Information_Processing__Restriction_enzyme	0.1868698	0.1976897	0.2053846	0.2187276	0.1757537	0.1978597	0.1483332
Unclassified__Genetic_Information_Processing__Transcription_related_proteins	0.0052438530	0.0007868709	0.0024021588	0.0003671080	0.0051481763	0.0016693109	0.0010053393
Unclassified__Genetic_Information_Processing__Translation_proteins	0.9109125	0.9225599	0.8800678	0.8891127	0.8819542	0.8783589	0.9396952
Unclassified__Metabolism__Amino_acid_metabolism	0.2069482	0.1875530	0.2168872	0.1985596	0.2068505	0.2684345	0.2285090
Unclassified__Metabolism__Biosynthesis_and_biodegradation_of_secondary_metabolites	0.05660141	0.06996208	0.06890038	0.05258823	0.05478306	0.05439171	0.01297802
Unclassified__Metabolism__Carbohydrate_metabolism	0.18151091	0.15878592	0.19589143	0.18197087	0.17979371	0.20555709	0.07604021
Unclassified__Metabolism__Energy_metabolism	0.8852912	0.7915227	0.8939264	0.7976799	0.7860550	0.7967250	0.7281170
Unclassified__Metabolism__Glycan_biosynthesis_and_metabolism	0.016605534	0.016524289	0.024206369	0.011632736	0.011612254	0.007674193	0.004044206
Unclassified__Metabolism__Lipid_metabolism	0.1486218	0.1420071	0.1556784	0.1299792	0.1582083	0.1708957	0.1087137
Unclassified__Metabolism__Metabolism_of_cofactors_and_vitamins	0.10404908	0.07264670	0.10183767	0.07170079	0.10790393	0.11956439	0.04910168
Unclassified__Metabolism__Nucleotide_metabolism	0.04252581	0.03288658	0.03261393	0.05334539	0.03857669	0.02974619	0.03861417
Unclassified__Metabolism__Others	0.9416856	1.0394796	0.9180404	1.0469921	0.9702581	0.9213437	1.4131871
Unclassified__Poorly_Characterized__Function_unknown	1.120299	1.105693	1.168281	1.082487	1.181841	1.089249	1.113756
Unclassified__Poorly_Characterized__General_function_prediction_only	3.641787	3.657839	3.636476	3.883613	3.674782	3.576846	4.225555
